63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1172500/0001172500-03-000003.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1195339/0001067092-03-000015.txt
63.122.92.000,Ingall's & Snyder L,,,United States,REGDEX,https://www.sec.gov/Archives/edgar/data/1215576/9999999997-03-002557.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-14,https://www.sec.gov/Archives/edgar/data/778207/0000950144-03-000625.txt
63.122.92.000,Ingall's & Snyder L,,,United States,REGDEX,https://www.sec.gov/Archives/edgar/data/1215576/9999999997-03-002559.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4/A,https://www.sec.gov/Archives/edgar/data/948846/0000948846-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/866121/0001104659-03-000561.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/880800/0000950152-03-000614.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/866121/0001104659-03-000564.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G,https://www.sec.gov/Archives/edgar/data/909950/0000010742-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,REGDEX/A,https://www.sec.gov/Archives/edgar/data/1204266/9999999997-03-002551.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/874501/0001194135-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/874501/0001194144-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1196257/0001196257-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/853665/0000853665-03-000063.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/77551/0001125282-03-000138.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/109758/0000950133-03-000168.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/882289/0000882289-03-000011.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K,https://www.sec.gov/Archives/edgar/data/811809/0000811809-03-000012.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K,https://www.sec.gov/Archives/edgar/data/811809/0000811809-03-000016.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1194137/0001194137-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,3,https://www.sec.gov/Archives/edgar/data/1144892/0001139020-03-000009.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1088034/0001133884-03-000041.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1088034/0001133884-03-000044.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5,https://www.sec.gov/Archives/edgar/data/1210303/0001047469-03-002256.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1140840/0001133884-03-000046.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1177252/0001177103-03-000021.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1191060/0001181431-03-000958.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-6,https://www.sec.gov/Archives/edgar/data/1061201/0000928389-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1097955/0001125282-03-000140.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5,https://www.sec.gov/Archives/edgar/data/12927/0000891020-03-000228.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/875357/0000875357-03-000003.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/12927/0000891020-03-000232.txt
63.122.92.000,Ingall's & Snyder L,,,United States,3,https://www.sec.gov/Archives/edgar/data/1145713/0000950144-03-000633.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1195343/0001067092-03-000026.txt
63.122.92.000,Ingall's & Snyder L,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/884380/0001078782-03-000035.txt
63.122.92.000,Ingall's & Snyder L,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/884380/0001078782-03-000033.txt
63.122.92.000,Ingall's & Snyder L,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/884380/0001078782-03-000034.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1194140/0001194140-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5,https://www.sec.gov/Archives/edgar/data/1046861/0001173399-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K,https://www.sec.gov/Archives/edgar/data/1157557/0000905148-03-000187.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5,https://www.sec.gov/Archives/edgar/data/1046861/0001173397-03-000003.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4/A,https://www.sec.gov/Archives/edgar/data/33002/0000033002-03-000008.txt
63.122.92.000,Ingall's & Snyder L,,,United States,35-CERT,https://www.sec.gov/Archives/edgar/data/65984/0000065984-03-000024.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5,https://www.sec.gov/Archives/edgar/data/1180110/0000872835-03-000013.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-30D,https://www.sec.gov/Archives/edgar/data/1046233/0000936772-03-000035.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1095357/0001184230-03-000004.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5,https://www.sec.gov/Archives/edgar/data/1012501/0000950135-03-000321.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1192136/0001091862-03-000068.txt
63.122.92.000,Ingall's & Snyder L,,,United States,485BPOS,https://www.sec.gov/Archives/edgar/data/225323/0000225323-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,485BPOS,https://www.sec.gov/Archives/edgar/data/719451/0000719451-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,485BPOS,https://www.sec.gov/Archives/edgar/data/880709/0000880709-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,497,https://www.sec.gov/Archives/edgar/data/840678/0000891804-03-000090.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/1212438/0000882377-03-000101.txt
63.122.92.000,Ingall's & Snyder L,,,United States,425,https://www.sec.gov/Archives/edgar/data/1141045/0000950144-03-000606.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-30D,https://www.sec.gov/Archives/edgar/data/353281/0000900092-03-000005.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-14,https://www.sec.gov/Archives/edgar/data/820892/0000897101-03-000042.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/708955/0000708955-03-000023.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/1141045/0000914317-03-000200.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/908486/0001037798-03-000004.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/708955/0000708955-03-000027.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/708955/0000708955-03-000025.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/708955/0000708955-03-000026.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/708955/0000708955-03-000028.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/1081915/0000930661-03-000228.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1035976/0001208337-03-000003.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/719495/0000950134-03-000926.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/860413/0000950134-03-000952.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1088058/0000950134-03-000978.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/50341/0000050341-03-000030.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1044538/0000874691-03-000004.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/936523/0000950152-03-000614.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13D,https://www.sec.gov/Archives/edgar/data/1085768/0001180343-03-000006.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/1175476/0000950152-03-000614.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1186673/0001104659-03-000559.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1079941/0001091862-03-000048.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/880825/0000950152-03-000614.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SUPPL,https://www.sec.gov/Archives/edgar/data/824811/9999999997-03-002505.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/1043273/0000950152-03-000614.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/38777/0000038777-03-000060.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/831259/0000906280-03-000031.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/898860/0000950144-03-000616.txt
63.122.92.000,Ingall's & Snyder L,,,United States,497J,https://www.sec.gov/Archives/edgar/data/1179198/0000875626-03-000060.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1194172/0001169232-03-000374.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/1086397/0001047469-03-002309.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1189927/0001189927-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G,https://www.sec.gov/Archives/edgar/data/1121788/0001134100-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/40888/0000950152-03-000627.txt
63.122.92.000,Ingall's & Snyder L,,,United States,24F-2NT,https://www.sec.gov/Archives/edgar/data/750002/0000750002-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4/A,https://www.sec.gov/Archives/edgar/data/1181655/0000950152-03-000603.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1096142/0001179022-03-000027.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4/A,https://www.sec.gov/Archives/edgar/data/1096142/0001179022-03-000028.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/41499/0001169232-03-000374.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SUPPL,https://www.sec.gov/Archives/edgar/data/920455/9999999997-03-002523.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G,https://www.sec.gov/Archives/edgar/data/1082431/0001027846-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,20-F,https://www.sec.gov/Archives/edgar/data/1013785/0001062993-03-000060.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1119606/0001032033-03-000004.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1120825/0001120825-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1188588/0000950152-03-000622.txt
63.122.92.000,Ingall's & Snyder L,,,United States,13F-HR,https://www.sec.gov/Archives/edgar/data/846222/0000891092-03-000071.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/826219/0000950149-03-000130.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/895516/0000922423-03-000053.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SUPPL,https://www.sec.gov/Archives/edgar/data/1074552/9999999997-03-002506.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5,https://www.sec.gov/Archives/edgar/data/1162816/0001127855-03-000035.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/807641/0000882377-03-000112.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/887150/0001135566-03-000013.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1192139/0001091862-03-000069.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1176379/0001171825-03-000015.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/887150/0001135566-03-000014.txt
63.122.92.000,Ingall's & Snyder L,,,United States,NSAR-A,https://www.sec.gov/Archives/edgar/data/792858/0000792858-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1180847/0001180847-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,24F-2NT,https://www.sec.gov/Archives/edgar/data/807639/0001010521-03-000034.txt
63.122.92.000,Ingall's & Snyder L,,,United States,10QSB,https://www.sec.gov/Archives/edgar/data/1140827/0000950123-03-000550.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B3,https://www.sec.gov/Archives/edgar/data/835955/0000919607-03-000024.txt
63.122.92.000,Ingall's & Snyder L,,,United States,425,https://www.sec.gov/Archives/edgar/data/311099/0001042810-03-000009.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/898293/0001201361-03-000009.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/888693/0000950137-03-000337.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/1092215/0000950152-03-000614.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/898293/0001201361-03-000008.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1188033/0001188033-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1030285/0001206483-03-000003.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/914373/0000931763-03-000138.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13D,https://www.sec.gov/Archives/edgar/data/1056590/0001056590-03-000006.txt
63.122.92.000,Ingall's & Snyder L,,,United States,24F-2NT,https://www.sec.gov/Archives/edgar/data/743861/0001010521-03-000031.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/53669/0001204351-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1189058/0001181431-03-000956.txt
63.122.92.000,Ingall's & Snyder L,,,United States,497,https://www.sec.gov/Archives/edgar/data/894089/0001047469-03-002288.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/53669/0001185557-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/53669/0001205033-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,3,https://www.sec.gov/Archives/edgar/data/1077837/0000950117-03-000189.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1114561/0000853665-03-000066.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K,https://www.sec.gov/Archives/edgar/data/1087238/0001087238-03-000024.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/1092213/0000950152-03-000614.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1008110/0001008110-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K,https://www.sec.gov/Archives/edgar/data/1087238/0001087238-03-000022.txt
63.122.92.000,Ingall's & Snyder L,,,United States,13F-HR,https://www.sec.gov/Archives/edgar/data/874724/0000874724-03-000003.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1189056/0001181431-03-000960.txt
63.122.92.000,Ingall's & Snyder L,,,United States,24F-2NT,https://www.sec.gov/Archives/edgar/data/924666/0000910702-03-000020.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G,https://www.sec.gov/Archives/edgar/data/1134100/0001134100-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1189931/0001189931-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,24F-2NT,https://www.sec.gov/Archives/edgar/data/900502/0000910702-03-000018.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1053733/0001053733-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,24F-2NT/A,https://www.sec.gov/Archives/edgar/data/910855/0000910702-03-000016.txt
63.122.92.000,Ingall's & Snyder L,,,United States,24F-2NT/A,https://www.sec.gov/Archives/edgar/data/910901/0000910702-03-000017.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/316028/0000950135-03-000344.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1184873/0001184873-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,F-10,https://www.sec.gov/Archives/edgar/data/701818/0000950123-03-000519.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1143671/0001133884-03-000044.txt
63.122.92.000,Ingall's & Snyder L,,,United States,3/A,https://www.sec.gov/Archives/edgar/data/1206194/0001014108-03-000006.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13D/A,https://www.sec.gov/Archives/edgar/data/1013594/0001013594-03-000015.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1195443/0000910680-03-000057.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/884306/0000884306-03-000034.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1012919/0001012919-03-000006.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1012920/0001012920-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,424B5,https://www.sec.gov/Archives/edgar/data/1092217/0000950152-03-000614.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1012919/0001012919-03-000007.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/56873/0001181431-03-000966.txt
63.122.92.000,Ingall's & Snyder L,,,United States,6-K,https://www.sec.gov/Archives/edgar/data/935812/0001047469-03-002337.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1167405/0000708955-03-000026.txt
63.122.92.000,Ingall's & Snyder L,,,United States,40-6C/A,https://www.sec.gov/Archives/edgar/data/790166/9999999997-03-002558.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1049445/0001181431-03-000954.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/946158/0000950144-03-000645.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1215623/0000950144-03-000643.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1215625/0000950144-03-000646.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1043044/0001181431-03-000951.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4/A,https://www.sec.gov/Archives/edgar/data/1082114/0001047469-03-002335.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1043044/0001181431-03-000954.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/60086/0001010178-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/60086/0001009879-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/60086/0001189927-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/60086/0001189982-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5,https://www.sec.gov/Archives/edgar/data/802851/0001198215-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1089352/0001133884-03-000037.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1089888/0001144204-03-000290.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5,https://www.sec.gov/Archives/edgar/data/802851/0001209027-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,3,https://www.sec.gov/Archives/edgar/data/1215303/0000886046-03-000026.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4/A,https://www.sec.gov/Archives/edgar/data/941542/0001047469-03-002335.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1181969/0000950144-03-000631.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1188029/0001188029-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SUPPL,https://www.sec.gov/Archives/edgar/data/1011781/9999999997-03-002516.txt
63.122.92.000,Ingall's & Snyder L,,,United States,N-2/A,https://www.sec.gov/Archives/edgar/data/1179597/0000950133-03-000162.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1199074/0001067092-03-000019.txt
63.122.92.000,Ingall's & Snyder L,,,United States,497,https://www.sec.gov/Archives/edgar/data/110698/0000913849-03-000022.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1176382/0001171825-03-000018.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G,https://www.sec.gov/Archives/edgar/data/62737/0000814375-03-000006.txt
63.122.92.000,Ingall's & Snyder L,,,United States,5/A,https://www.sec.gov/Archives/edgar/data/1180108/0000872835-03-000011.txt
63.122.92.000,Ingall's & Snyder L,,,United States,NO ACT,https://www.sec.gov/Archives/edgar/data/64040/9999999997-03-002542.txt
63.122.92.000,Ingall's & Snyder L,,,United States,SC 13G/A,https://www.sec.gov/Archives/edgar/data/903526/0000927016-03-000218.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/870517/0000870517-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,8-K,https://www.sec.gov/Archives/edgar/data/731502/0001047469-03-002320.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1195354/0001067092-03-000018.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1188036/0001188036-03-000001.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1084726/0000910680-03-000057.txt
63.122.92.000,Ingall's & Snyder L,,,United States,3/A,https://www.sec.gov/Archives/edgar/data/1144216/0000905729-03-000023.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/64782/0001180525-03-000002.txt
63.122.92.000,Ingall's & Snyder L,,,United States,4,https://www.sec.gov/Archives/edgar/data/1186660/0001104659-03-000564.txt
